Vel_d,Phi_d,Trial_num,--,Pad_Connections,Body_Contact,Vel_flip,Phi_flip,Tau_tr,Theta_x_tr,D_perp_tr,Eul_y_Impact,Policy_tr,Policy_action,Vx_tr,Vz_tr,reward,reward_vals,--,4_Leg_NBC,4_Leg_BC,2_Leg_NBC,2_Leg_BC,0_Leg_NBC,0_Leg_BC
0.5,30,0,--,0,True,0.0,0.0,0.243,7.043,0.062,-22.55,1.513,7.248,0,0,0.268,[0.033 0.05  0.185 0.    0.   ],--,0,0,0,0,0,1
0.5,30,1,--,0,True,0.0,0.0,0.233,7.349,0.059,-19.727,1.574,7.231,0,0,0.119,[0.033 0.05  0.036 0.    0.   ],--,0,0,0,0,0,1
0.5,30,2,--,0,True,0.0,0.0,0.24,7.071,0.061,-21.234,1.525,7.427,0,0,0.256,[0.033 0.05  0.173 0.    0.   ],--,0,0,0,0,0,1
0.5,30,3,--,0,True,0.0,0.0,0.237,7.149,0.06,-18.79,1.56,7.066,0,0,0.084,[0.033 0.05  0.    0.    0.   ],--,0,0,0,0,0,1
3.5,30,0,--,4,True,0.0,0.0,0.231,7.476,0.405,-97.058,1.578,7.948,0,0,0.478,[0.033 0.05  0.195 0.2   0.   ],--,0,1,0,0,0,0
3.5,30,0,--,4,True,0.0,0.0,0.232,7.456,0.407,-64.157,1.537,7.89,0,0,0.359,[0.033 0.05  0.076 0.2   0.   ],--,0,1,0,0,0,0
3.5,30,1,--,4,True,0.0,0.0,0.23,7.542,0.397,-84.718,1.624,7.957,0,0,0.483,[0.033 0.05  0.199 0.2   0.   ],--,0,1,0,0,0,0
3.5,30,2,--,4,True,0.0,0.0,0.226,7.716,0.385,-59.055,1.685,7.963,0,0,0.455,[0.033 0.042 0.18  0.2   0.   ],--,0,1,0,0,0,0
3.5,30,3,--,4,True,0.0,0.0,0.234,7.404,0.403,-90.165,1.506,7.866,0,0,0.442,[0.033 0.05  0.159 0.2   0.   ],--,0,1,0,0,0,0
3.5,30,4,--,4,True,0.0,0.0,0.233,7.332,0.411,-77.255,1.555,7.878,0,0,0.412,[0.033 0.05  0.128 0.2   0.   ],--,0,1,0,0,0,0
3.5,30,5,--,4,True,0.0,0.0,0.227,7.569,0.4,-51.706,1.694,7.866,0,0,0.369,[0.033 0.048 0.087 0.2   0.   ],--,0,1,0,0,0,0
3.5,30,6,--,4,True,0.0,0.0,0.231,7.527,0.398,-68.718,1.594,7.903,0,0,0.291,[0.033 0.05  0.008 0.2   0.   ],--,0,1,0,0,0,0
